0.005,0.0001,3000,2,0,0.0016705,0.04598
0.005,0.0001,3500,3,0,0.0052557,0.00034883
0.005,0.0001,4000,0,0,5.3533e-05,0.00036437
0.005,0.0001,4500,4,0,0.001745,0.039112
0.005,0.0001,5000,3,1,0.0035306,0.058505
0.01,0.0001,3000,2,1,0.0076005,0.0051049
0.01,0.0001,3500,2,1,0.0053248,0.0053854
0.01,0.0001,4000,1,0,0.022205,0.0030428
0.01,0.0001,4500,3,0,0.044039,0.023705
0.01,0.0001,5000,8,1,0.03607,0.0075551
0.02,0.0001,3000,10,1,0.010983,0.00017774
