0.15	1e-06	3300	65	16	40.625	40
0.15	1e-06	3300	102	17	63.75	42.5
0.15	1e-06	3300	123	31	76.875	77.5
0.15	1e-06	3300	96	22	60	55
0.15	1e-06	3300	96	18	60	45
