0.15	1e-06	3300	151	31	94.375	77.5
0.15	1e-06	3300	132	37	82.5	92.5
0.15	1e-06	3300	137	30	85.625	75
0.15	1e-06	3300	146	37	91.25	92.5
0.15	1e-06	3300	120	22	75	55
