0.15	1e-06	3300	83	16	51.875	40
0.15	1e-06	3300	83	17	51.875	42.5
0.15	1e-06	3300	68	16	42.5	40
0.15	1e-06	3300	41	9	25.625	22.5
0.15	1e-06	3300	94	22	58.75	55
